iter	Passed	Remaining
715	22067	8752
716	22096	8721
717	22126	8690
718	22155	8658
719	22187	8628
720	22221	8599
721	22256	8569
722	22293	8541
723	22329	8512
724	22362	8482
725	22395	8452
726	22427	8422
727	22461	8392
728	22494	8362
729	22527	8332
730	22563	8303
731	22597	8273
732	22629	8243
733	22660	8211
734	22687	8179
735	22716	8148
736	22748	8117
737	22780	8087
738	22808	8055
739	22840	8024
740	22867	7992
741	22897	7961
742	22930	7931
743	22964	7901
744	22992	7869
745	23018	7837
746	23046	7805
747	23073	7773
748	23102	7741
749	23133	7711
750	23162	7679
751	23197	7650
752	23225	7618
753	23254	7587
754	23286	7556
755	23316	7525
756	23345	7494
757	23376	7463
758	23408	7432
759	23439	7401
760	23468	7370
761	23494	7338
762	23521	7306
763	23551	7274
764	23582	7244
765	23615	7214
766	23646	7183
767	23679	7153
768	23707	7121
769	23738	7090
770	23768	7059
771	23800	7029
772	23829	6997
773	23859	6966
774	23887	6934
775	23914	6903
776	23948	6873
777	23978	6842
778	24014	6812
779	24044	6781
780	24074	6750
781	24102	6719
782	24136	6689
783	24163	6657
784	24194	6626
785	24230	6597
786	24258	6565
787	24284	6533
788	24312	6501
789	24344	6471
790	24377	6441
791	24408	6410
792	24437	6379
793	24466	6347
794	24494	6316
795	24520	6284
796	24549	6252
797	24576	6220
798	24603	6189
799	24636	6159
800	24663	6127
801	24690	6095
802	24717	6063
803	24746	6032
804	24773	6000
805	24800	5969
806	24832	5938
807	24863	5908
808	24889	5876
809	24919	5845
810	24950	5814
811	24984	5784
812	25013	5753
813	25043	5722
814	25077	5692
815	25104	5660
816	25135	5630
817	25170	5600
818	25203	5570
819	25238	5540
820	25269	5509
821	25303	5479
822	25338	5449
823	25368	5418
824	25397	5387
825	25425	5356
826	25455	5325
827	25486	5294
828	25519	5264
829	25548	5232
830	25578	5201
831	25609	5171
832	25638	5139
833	25674	5110
834	25703	5079
835	25739	5049
836	25771	5018
837	25803	4988
838	25830	4956
839	25861	4925
840	25891	4895
841	25922	4864
842	25960	4834
843	25990	4803
844	26020	4773
845	26050	4742
846	26080	4711
847	26107	4679
848	26137	4648
849	26169	4618
850	26196	4586
851	26227	4555
852	26258	4525
853	26285	4493
854	26312	4462
855	26342	4431
856	26371	4400
857	26402	4369
858	26432	4338
859	26460	4307
860	26488	4276
861	26517	4245
862	26546	4214
863	26576	4183
864	26607	4152
865	26636	4121
866	26662	4090
867	26690	4058
868	26719	4027
869	26752	3997
870	26785	3967
871	26810	3935
872	26839	3904
873	26865	3873
874	26894	3842
875	26928	3811
876	26958	3781
877	26988	3750
878	27019	3719
879	27049	3688
880	27080	3657
881	27107	3626
882	27133	3595
883	27161	3564
884	27191	3533
885	27223	3502
886	27262	3473
887	27296	3442
888	27326	3411
889	27354	3380
890	27387	3350
891	27422	3320
892	27448	3288
893	27476	3257
894	27505	3226
895	27531	3195
896	27560	3164
897	27589	3133
898	27619	3102
899	27654	3072
900	27689	3042
901	27720	3011
902	27751	2981
903	27778	2949
904	27806	2918
905	27923	2897
906	27968	2867
907	28009	2837
908	28044	2807
909	28081	2777
910	28113	2746
911	28146	2715
912	28181	2685
913	28210	2654
914	28241	2623
915	28276	2593
916	28306	2562
917	28331	2530
918	28359	2499
919	28383	2468
920	28412	2437
921	28444	2406
922	28474	2375
923	28501	2344
924	28529	2313
925	28558	2282
926	28588	2251
927	28617	2220
928	28646	2189
929	28678	2158
930	28708	2127
931	28736	2096
932	28765	2065
933	28795	2034
934	28825	2003
935	28858	1973
936	28885	1942
937	28911	1911
938	28941	1880
939	28968	1849
940	28996	1818
941	29026	1787
942	29056	1756
943	29089	1725
944	29119	1694
945	29146	1663
946	29173	1632
947	29202	1601
948	29233	1571
949	29263	1540
950	29295	1509
951	29325	1478
952	29353	1447
953	29383	1416
954	29409	1385
955	29438	1354
956	29468	1324
957	29497	1293
958	29525	1262
959	29552	1231
960	29581	1200
961	29609	1169
962	29638	1138
963	29673	1108
964	29703	1077
965	29730	1046
966	29757	1015
967	29783	984
968	29811	953
969	29844	923
970	29875	892
971	29905	861
972	29938	830
973	29975	800
974	30010	769
975	30043	738
976	30075	708
977	30109	677
978	30143	646
979	30173	615
980	30205	585
981	30236	554
982	30264	523
983	30297	492
984	30333	461
985	30364	431
986	30392	400
987	30420	369
988	30447	338
989	30479	307
990	30513	277
991	30544	246
992	30573	215
993	30600	184
994	30631	153
995	30658	123
996	30689	92
997	30723	61
998	30755	30
999	30781	0
